Geneid	M4C1	M4C2	M4C4	M4D1	M4D2	M4D4
FBgn0263025	322	249	262	259	293	382
FBgn0086346	4444	4308	3985	4614	4108	4947
FBgn0045862	2944	2244	2233	2915	2382	3759
FBgn0039543	1898	1610	1935	2647	2050	3029
FBgn0039544	2565	1744	1622	2222	1990	2820
FBgn0005659	430	502	371	392	475	521
FBgn0085382	147	194	112	151	186	257
FBgn0067407	0	0	0	0	0	0
FBgn0039551	0	2	1	0	2	2
FBgn0039552	0	0	0	0	2	0
FBgn0039554	1880	1195	1211	1657	1526	2090
FBgn0039555	1763	1657	1357	1755	1619	1810
FBgn0053213	456	279	341	415	440	562
FBgn0039557	460	415	374	433	430	497
FBgn0039558	1035	755	710	985	867	1053
FBgn0003279	94213	94394	80480	93687	76245	88153
FBgn0082923	9	10	3	6	0	10
FBgn0267126	29	21	17	13	12	11
FBgn0027579	6673	6045	4730	7951	7375	10242
FBgn0051053	83	79	80	91	70	112
FBgn0039559	5359	3224	3483	5810	4915	7698
FBgn0039560	2936	2335	2013	2832	2715	3440
FBgn0039561	2986	2317	2171	2592	2546	3385
FBgn0039562	10261	8994	8234	9723	8761	10802
FBgn0039563	1893	1195	1197	1568	1349	1865
FBgn0039564	156	175	206	178	180	184
FBgn0259990	0	0	0	0	0	0
FBgn0039565	0	0	0	0	0	0
FBgn0051253	0	0	0	0	1	0
FBgn0051054	0	0	0	0	0	0
FBgn0267108	0	0	0	0	0	0
FBgn0051131	0	0	0	0	0	0
FBgn0039566	2288	1788	1681	1974	1832	2191
FBgn0003890	2444	2923	2557	2407	2409	2674
FBgn0039568	2	1	3	0	1	0
FBgn0267756	0	0	0	0	0	0
FBgn0085391	354	532	312	347	511	667
FBgn0267746	0	0	0	0	0	0
FBgn0267745	0	0	0	0	0	0
FBgn0267747	0	0	0	0	0	0
FBgn0085383	146	199	150	127	149	281
FBgn0267748	0	0	0	0	0	0
FBgn0267749	0	0	0	0	0	0
FBgn0266401	0	0	0	0	0	0
FBgn0262588	0	0	0	0	0	0
FBgn0262587	0	0	0	0	0	0
FBgn0085465	0	1	0	0	1	1
FBgn0261618	10992	11384	8197	11420	11295	16624
FBgn0267773	47	38	39	30	36	40
FBgn0039580	2040	2175	1796	2039	1916	2111
FBgn0039581	4369	3563	3234	4246	3872	4935
FBgn0267774	0	0	1	0	1	0
FBgn0039582	1	1	2	0	1	1
FBgn0039584	74	81	57	75	96	169
FBgn0267775	0	0	0	0	0	0
FBgn0039585	11	22	8	16	14	16
FBgn0013813	448	449	441	934	637	788
FBgn0051051	27	55	24	23	46	50
FBgn0003137	1980	2971	1840	2997	2635	4736
FBgn0039588	551	534	437	462	504	506
FBgn0000659	530	657	607	564	583	806
FBgn0262741	67	99	52	58	89	120
FBgn0263388	0	0	0	0	0	1
FBgn0026400	2185	1733	1519	2051	1906	2301
FBgn0001215	11689	10089	8884	9697	11008	13835
FBgn0082960	2	3	2	6	6	2
FBgn0082976	0	0	0	0	0	0
FBgn0082959	0	3	0	1	1	3
FBgn0082958	2	2	2	2	2	6
FBgn0082975	4	2	0	2	1	0
FBgn0082957	4	8	2	4	8	1
FBgn0082974	12	17	6	15	17	16
FBgn0039589	1330	931	851	961	990	1287
FBgn0039590	997	914	683	855	1004	1449
FBgn0039591	2	3	6	8	6	5
FBgn0039592	0	0	0	1	0	0
FBgn0051050	0	0	0	0	0	0
FBgn0053346	2119	2285	1395	3436	3977	3864
FBgn0039593	72	83	99	150	129	173
FBgn0039594	1630	1952	1254	1219	1612	2132
FBgn0027655	1884	2104	1552	2105	2041	2812
FBgn0039595	120	190	88	125	151	190
FBgn0039596	26	38	50	27	24	35
FBgn0266257	0	0	0	0	0	0
FBgn0085324	0	0	0	0	0	0
FBgn0005642	2369	1698	1671	2021	2102	2648
FBgn0039600	3236	3147	2445	3183	2980	3802
FBgn0065070	2	6	1	5	7	6
FBgn0039601	1275	985	975	1193	1223	1505
FBgn0039602	710	620	497	609	690	785
FBgn0024273	1761	1371	1320	1541	1466	2123
FBgn0015589	2913	2838	2001	2938	2813	3952
FBgn0264324	2137	1783	1511	2186	2052	3327
FBgn0265274	1891	2159	1549	1653	1928	2079
FBgn0053203	306	423	277	274	373	410
FBgn0039609	81	92	141	128	89	131
FBgn0039611	1329	1457	1239	1405	1337	1502
FBgn0039612	234	284	239	223	223	259
FBgn0039613	222	233	181	169	188	179
FBgn0027578	1539	2191	1633	1487	1469	1493
FBgn0265998	5748	5273	3714	4506	5126	6793
FBgn0039617	128	116	67	91	107	145
FBgn0267229	6	4	2	2	5	3
FBgn0039620	1532	1837	1240	1298	1677	2091
FBgn0263579	0	1	0	0	0	0
FBgn0265204	0	0	0	0	0	0
FBgn0267127	7	6	3	6	9	4
FBgn0039621	3	7	6	10	3	7
FBgn0039622	5	19	5	11	10	14
FBgn0039623	1519	1062	991	1312	1249	1870
FBgn0041780	10	18	20	10	20	14
FBgn0266404	15	12	25	13	15	15
FBgn0039625	1288	795	840	976	987	1242
FBgn0027873	1441	1069	1114	1308	1264	1648
FBgn0039626	897	670	708	855	798	1079
FBgn0003093	1558	1632	1162	1354	1491	2067
FBgn0039627	1177	1154	933	933	1077	1039
FBgn0039628	1037	1172	1130	1362	1426	1432
FBgn0039629	537	592	652	884	809	894
FBgn0267776	6	6	9	15	4	8
FBgn0039630	57	37	50	44	40	44
FBgn0039631	848	513	510	759	717	1022
FBgn0039632	2756	1859	1842	2266	2153	3121
FBgn0039633	5742	4906	3813	6159	6125	8987
FBgn0266390	0	9	3	1	6	4
FBgn0039634	3185	2186	1761	2316	2378	3050
FBgn0039635	5730	5834	4249	5358	4936	5949
FBgn0039636	1026	886	799	953	857	1119
FBgn0005596	4663	2848	2851	4470	3745	6016
FBgn0039637	3977	3735	2823	3471	3291	4188
FBgn0039638	1341	1040	923	1252	1187	1523
FBgn0028671	4929	4490	3712	4358	4333	5460
FBgn0039639	263	216	188	210	205	303
FBgn0039640	10611	6693	6190	8302	8217	11293
FBgn0039641	260	199	212	232	273	302
FBgn0039642	473	372	323	421	386	481
FBgn0014869	9122	7563	6337	7851	7003	8968
FBgn0041588	1532	1314	1237	1567	1389	1654
FBgn0041186	2545	1527	1507	2153	1838	2695
FBgn0028692	8942	7740	6922	9040	7652	10902
FBgn0039644	13316	9196	7472	8755	9442	11713
FBgn0039645	234	352	236	116	184	209
FBgn0039647	496	625	324	445	615	811
FBgn0039648	6	9	9	6	12	9
FBgn0014427	4010	3612	3022	4596	3991	4458
FBgn0039650	201	173	133	205	184	222
FBgn0039651	8	10	11	7	5	8
FBgn0051044	121	86	111	72	110	134
FBgn0262448	0	0	0	0	0	0
FBgn0262404	0	0	0	0	0	0
FBgn0029176	74885	68987	62942	76726	61730	74938
FBgn0062442	3574	3381	2822	3473	3324	3765
FBgn0039654	1220	931	846	1139	1010	1294
FBgn0039655	0	3	0	0	3	2
FBgn0028476	3905	2901	2681	3478	3197	5161
FBgn0039656	124	211	178	128	182	159
FBgn0051427	10	5	11	9	10	12
FBgn0051445	393	438	304	407	479	542
FBgn0263236	3519	2669	2238	2741	2643	3348
FBgn0003525	6561	3837	3763	5181	4894	8546
FBgn0267104	14	12	7	9	19	16
FBgn0267128	0	0	0	0	0	0
FBgn0039659	0	0	0	0	0	0
FBgn0015622	7046	6414	5420	5859	5997	7825
FBgn0267107	0	0	0	1	0	0
FBgn0267106	0	2	0	0	0	0
FBgn0004369	2043	2077	1442	1857	1950	2814
FBgn0264792	1	0	0	0	0	0
FBgn0039663	433	316	301	423	400	703
FBgn0039664	251	208	213	227	205	255
FBgn0040623	1047	968	866	958	861	959
FBgn0039665	743	597	598	604	557	872
FBgn0039666	20	20	41	272	213	172
FBgn0039667	730	600	303	334	495	464
FBgn0039668	2494	2161	1806	2259	1991	2956
FBgn0039669	0	1	0	0	0	0
FBgn0263588	0	0	0	0	0	0
FBgn0000492	127	130	124	135	115	171
FBgn0039670	63	90	117	165	82	136
FBgn0039671	2	0	6	4	1	6
FBgn0051041	95	164	199	81	66	64
FBgn0086361	6072	5313	4782	5616	5634	7799
FBgn0039673	8	5	7	4	8	6
FBgn0262873	0	2	0	0	0	1
FBgn0039674	2671	2725	2245	3259	2629	3331
FBgn0266137	100	126	51	82	89	102
FBgn0039675	1	1	1	1	0	0
FBgn0039676	18	36	6	12	5	6
FBgn0039677	5	5	5	2	3	4
FBgn0039678	1866	2236	863	2708	1492	1724
FBgn0039679	1	1	3	2	2	2
FBgn0025457	2710	1833	1645	2139	1970	2806
FBgn0039680	1884	1243	1289	1845	1674	2548
FBgn0039681	167	177	112	115	138	190
FBgn0013972	375	435	261	320	366	427
FBgn0039682	8757	9645	6736	9515	9205	8095
FBgn0039683	11	19	11	12	15	22
FBgn0267129	0	0	0	0	0	0
FBgn0039684	12	13	4	5	3	7
FBgn0039685	106	146	132	79	126	51
FBgn0039686	25	33	23	22	28	25
FBgn0267777	2	4	1	5	5	4
FBgn0085325	0	0	0	2	0	0
FBgn0024841	1976	1390	1291	1888	1680	1845
FBgn0039687	522	367	320	457	428	553
FBgn0042213	290	294	235	278	287	299
FBgn0039688	606	791	517	710	818	990
FBgn0027583	1383	1055	941	1133	1084	1362
FBgn0039689	909	789	656	733	777	873
FBgn0039690	852	858	850	1097	1123	1312
FBgn0027518	1483	1080	964	1345	1181	1816
FBgn0267778	3	0	3	6	2	3
FBgn0039691	2451	2070	1768	2423	2279	2615
FBgn0020235	13481	12565	9514	12591	11282	12827
FBgn0260990	3472	2776	2560	3209	2837	4106
FBgn0266258	61	53	49	54	55	49
FBgn0001297	3143	3711	2670	2578	3149	4105
FBgn0267779	0	1	0	0	0	0
FBgn0039694	10	7	10	8	7	3
FBgn0262112	199	230	172	167	124	165
FBgn0039696	1134	780	823	1069	1071	1435
FBgn0019972	1682	1327	1220	1486	1428	2197
FBgn0039697	6268	5734	5146	7414	6013	7529
FBgn0039698	1145	870	889	1076	928	1092
FBgn0002924	2460	1511	1699	2462	2024	3173
FBgn0000247	2631	2230	1850	2719	2478	3568
FBgn0039702	347	322	313	370	387	451
FBgn0039703	464	488	354	403	387	444
FBgn0039704	14	14	42	4	53	14
FBgn0039705	1437	1099	1041	1207	1170	1543
FBgn0260969	0	0	0	0	1	0
FBgn0039709	978	1204	819	947	784	1055
FBgn0039710	1694	1185	1119	1371	1385	1884
FBgn0039711	1358	1059	978	1163	1170	1453
FBgn0051032	75	79	83	84	84	90
FBgn0039712	1829	1273	1306	1708	1504	2040
FBgn0039713	58858	59516	53290	59455	53043	53940
FBgn0086061	10	13	5	5	2	11
FBgn0065066	7	1	2	1	2	5
FBgn0039714	3429	3229	2550	2919	2859	3309
FBgn0083969	2947	1950	1671	2377	2305	3325
FBgn0051038	1632	1822	1327	1469	1508	1858
FBgn0039718	0	0	0	0	0	0
FBgn0039719	56	52	51	79	105	80
FBgn0051036	86	80	72	61	82	78
FBgn0039722	287	305	287	289	296	325
FBgn0003861	5427	6417	4130	4582	5432	6349
FBgn0003357	4641	5930	4155	3617	2667	4166
FBgn0003356	6735	9172	6667	6378	5132	6006
FBgn0003358	1640	2320	910	2458	2589	3109
FBgn0039723	68	75	61	47	67	73
FBgn0051202	176	183	142	167	123	165
FBgn0051040	648	571	510	507	544	685
FBgn0260759	0	0	0	0	0	0
FBgn0260760	0	0	0	0	0	0
FBgn0039726	924	786	700	900	834	889
FBgn0039727	1331	1263	924	1258	1265	1859
FBgn0004622	76	119	56	86	85	104
FBgn0039728	27	30	32	16	55	38
FBgn0000032	2512	2182	1883	2174	2061	2637
FBgn0039730	932	729	694	845	803	1109
FBgn0039731	627	351	345	487	461	709
FBgn0039732	532	346	396	448	514	571
FBgn0039733	1569	1016	980	1439	1181	1572
FBgn0085327	0	0	0	0	0	0
FBgn0039734	169	161	122	167	138	200
FBgn0039735	10561	8828	7612	9646	9349	9902
FBgn0016685	12947	11332	9627	10290	10520	11332
FBgn0039736	24	38	28	22	14	19
FBgn0039737	11850	11687	9495	15015	12893	15842
FBgn0039738	797	912	604	769	812	948
FBgn0039739	0	0	0	0	0	1
FBgn0026597	3732	2711	2377	3442	3262	4965
FBgn0267780	1	0	0	0	0	2
FBgn0264837	0	0	0	0	0	2
FBgn0039740	719	572	487	692	586	886
FBgn0041102	0	0	0	0	0	0
FBgn0001281	0	4	0	0	0	3
FBgn0001280	1820	1496	1267	1506	1470	1810
FBgn0003511	0	0	0	0	0	0
FBgn0003510	0	0	0	0	0	0
FBgn0003512	878	668	688	813	674	931
FBgn0002626	50491	51514	38820	50991	47419	47199
FBgn0039741	2089	1423	1312	1599	1654	2205
FBgn0039742	141	158	87	147	149	136
FBgn0264838	18	15	5	6	18	11
FBgn0039743	1689	1398	1283	1665	1492	1927
FBgn0003479	409	343	289	352	375	443
FBgn0039744	1	0	0	1	0	0
FBgn0085346	0	0	0	0	0	0
FBgn0260468	0	0	0	0	0	0
FBgn0266411	5847	5025	3851	5590	5630	7554
FBgn0267781	3	2	0	5	1	5
FBgn0266442	0	0	0	0	0	0
FBgn0266443	0	0	0	0	0	0
FBgn0051029	29	19	23	48	35	66
FBgn0086355	12677	9726	9223	13927	10793	13688
FBgn0039747	82	110	108	87	76	144
FBgn0267751	0	0	0	0	0	0
FBgn0039748	255	300	292	298	292	336
FBgn0039749	17	21	16	11	30	24
FBgn0051030	675	808	478	665	684	734
FBgn0051028	82	50	23	46	62	55
FBgn0002773	17272	18942	10582	12014	18944	17113
FBgn0039751	1111	1000	872	904	1054	1116
FBgn0039752	47	53	27	22	42	37
FBgn0260860	471	406	328	413	389	399
FBgn0265202	0	0	0	0	0	0
FBgn0039754	905	1275	831	642	652	882
FBgn0039755	1500	1744	1123	1418	1178	1342
FBgn0039756	1491	1670	1776	1578	1663	1639
FBgn0039757	78012	72970	65444	79412	70953	71501
FBgn0086664	12	28	12	14	16	18
FBgn0083047	14	13	9	5	9	5
FBgn0083048	21	18	19	11	13	18
FBgn0083049	7	7	8	12	3	5
FBgn0083050	18	17	14	13	19	9
FBgn0086665	15	13	14	13	19	9
FBgn0082983	9	5	11	3	18	3
FBgn0000276	5	26	289	3	16	25
FBgn0000280	0	0	0	0	0	0
FBgn0000277	2	13	142	1	14	17
FBgn0000281	0	0	0	1	0	0
FBgn0000278	1	3	41	0	0	2
FBgn0000279	4	11	70	4	10	16
FBgn0263402	18	22	13	11	14	22
FBgn0039758	4	1	1	2	5	3
FBgn0039759	38	38	40	22	27	30
FBgn0051383	0	0	0	0	0	0
FBgn0051023	0	0	0	0	0	0
FBgn0039760	2013	2457	1632	527	815	899
FBgn0039761	3725	4180	4006	1585	2336	2678
FBgn0267782	2	1	0	1	0	1
FBgn0010113	3328	2585	2243	3406	3218	5335
FBgn0085329	0	0	0	0	0	1
FBgn0267783	0	0	0	0	0	0
FBgn0015222	32898	35813	34561	33707	34643	35603
FBgn0015221	23474	25170	25354	23699	23241	25328
FBgn0267130	0	0	0	0	0	0
FBgn0027544	0	0	0	0	0	0
FBgn0261704	0	0	0	0	0	0
FBgn0039764	512	359	382	443	467	545
FBgn0039765	439	412	297	412	375	425
FBgn0039766	302	237	233	276	319	329
FBgn0039767	3337	2499	2206	2562	2429	3200
FBgn0039768	126	149	89	455	437	372
FBgn0039769	845	1050	521	922	1142	812
FBgn0039770	145	178	154	138	145	177
FBgn0039771	1	0	0	0	3	2
FBgn0028646	6049	5887	4462	5575	4916	7044
FBgn0039773	924	694	702	859	804	1042
FBgn0039774	785	869	705	886	969	1087
FBgn0039776	874	1154	863	899	866	983
FBgn0260440	37	22	31	19	23	16
FBgn0039777	4824	5875	4346	1793	2105	2676
FBgn0039778	4147	5000	4910	1796	1928	2223
FBgn0039779	17	7	9	5	6	5
FBgn0026190	21	22	29	11	38	28
FBgn0039780	4	0	0	3	5	8
FBgn0051371	2	1	0	0	3	1
FBgn0051014	2	1	2	2	7	0
FBgn0027654	719	887	644	687	808	1078
FBgn0267112	6	12	8	1	6	2
FBgn0267113	1	4	4	3	1	3
FBgn0082582	3349	3946	2221	2736	3491	4425
FBgn0083991	51	68	44	47	69	107
FBgn0039787	691	911	725	426	503	566
FBgn0039788	29	30	35	28	26	35
FBgn0039789	900	927	693	725	726	881
FBgn0039790	3712	2982	2518	3007	2953	3729
FBgn0051019	14	27	23	21	22	21
FBgn0267131	0	0	0	0	0	0
FBgn0266259	1	0	2	1	0	2
FBgn0264985	0	0	0	1	0	0
FBgn0039792	1	6	3	1	1	3
FBgn0051013	33	14	18	17	18	21
FBgn0051015	474	377	282	346	223	224
FBgn0266701	1	0	0	0	0	0
FBgn0039795	6	0	18	1	21	0
FBgn0039796	9	8	5	12	2	5
FBgn0000274	107	67	62	59	79	102
FBgn0267784	0	0	0	0	0	0
FBgn0267654	0	0	0	0	0	0
FBgn0039798	7	4	3	5	0	2
FBgn0039799	0	0	0	0	0	0
FBgn0039800	3478	4219	4457	4290	3323	3457
FBgn0039801	1513	1851	1714	1552	1188	1286
FBgn0262883	0	1	1	0	0	0
FBgn0004606	1324	965	784	1175	1143	1876
FBgn0266699	121	82	79	95	111	156
FBgn0011739	3378	2585	2237	3305	3128	4689
FBgn0262444	0	0	0	0	0	0
FBgn0039802	1618	1372	1318	1707	1421	1817
FBgn0027598	4026	3306	2920	3523	3527	4659
FBgn0039804	32	47	41	24	61	66
FBgn0003720	21	28	22	28	26	17
FBgn0039805	75	71	37	71	99	88
FBgn0039806	6	7	7	6	5	7
FBgn0039807	66	82	71	82	114	102
FBgn0039808	170	211	157	169	209	211
FBgn0039809	255	243	170	180	223	192
FBgn0000416	33972	36347	27605	31071	31419	36952
FBgn0015032	52	41	41	52	52	55
FBgn0053483	0	0	0	0	0	1
FBgn0020912	399	488	392	294	439	499
FBgn0264833	0	0	1	1	2	2
FBgn0004573	72	83	42	59	75	117
FBgn0267785	0	0	0	0	0	0
FBgn0051008	0	2	0	0	0	0
FBgn0051007	1	2	0	0	0	0
FBgn0267786	0	0	0	1	1	0
FBgn0053773	0	0	1	2	0	2
FBgn0010015	287	351	205	193	322	356
FBgn0053920	2	0	2	0	1	3
FBgn0016123	5632	6477	5381	4005	3744	4636
FBgn0263562	2	1	4	1	2	1
FBgn0010808	2936	2673	2111	2898	2901	2909
FBgn0002413	8246	6228	5410	6618	7102	9601
FBgn0024288	42	59	96	73	71	70
FBgn0039816	128	130	119	117	136	158
FBgn0039817	266	321	294	275	326	329
FBgn0039818	114	143	191	165	150	134
FBgn0261395	0	0	1	0	0	0
FBgn0039820	8	15	4	11	4	17
FBgn0039821	325	386	319	330	398	476
FBgn0263412	63	55	44	38	35	44
FBgn0013973	268	301	196	258	235	381
FBgn0086704	240	265	172	198	231	284
FBgn0051004	3032	3651	4306	3647	3502	3723
FBgn0004389	55	108	92	128	133	22
FBgn0039827	429	527	409	874	738	912
FBgn0267435	4109	4987	2322	3061	4190	4748
FBgn0061476	1398	748	789	1165	1001	1521
FBgn0039828	3416	2725	2639	2976	2735	3127
FBgn0039829	652	492	431	517	517	573
FBgn0039830	61853	54898	42469	58817	56265	65613
FBgn0046696	126	142	115	105	137	142
FBgn0263544	0	0	0	0	0	0
FBgn0039831	4875	3921	3225	4172	4208	5934
FBgn0039832	2	0	2	3	3	3
FBgn0039833	4	3	1	4	4	1
FBgn0051005	781	669	532	636	738	1039
FBgn0039835	815	661	586	712	721	744
FBgn0039836	131	136	115	125	95	130
FBgn0086362	1550	1173	1137	1476	1447	1820
FBgn0039838	1	0	3	2	0	0
FBgn0040628	0	0	0	1	0	0
FBgn0040629	37	44	53	37	58	63
FBgn0039839	0	1	0	0	0	0
FBgn0039840	516	563	393	390	536	568
FBgn0085376	523	616	470	586	591	753
FBgn0267787	0	0	1	0	0	0
FBgn0046332	1	1	0	0	0	0
FBgn0039844	680	814	616	830	941	1131
FBgn0051204	0	0	0	0	0	0
FBgn0051002	16	1	25	1	10	10
FBgn0019990	2610	2251	1747	2542	2348	3640
FBgn0039846	1410	1058	904	1265	1058	1495
FBgn0261988	2555	2027	1659	2551	2369	3669
FBgn0039848	16	19	12	13	24	18
FBgn0039849	3190	2553	2620	2804	2428	3029
FBgn0039850	0	4	10	6	8	8
FBgn0267114	0	0	0	1	0	1
FBgn0267115	6	2	1	9	3	9
FBgn0267132	0	1	0	0	0	0
FBgn0039851	6	2	30	3	33	4
FBgn0267133	0	0	0	0	0	0
FBgn0039852	5	3	19	0	6	1
FBgn0267789	3	3	0	3	5	1
FBgn0267788	1	0	0	2	3	1
FBgn0028968	3255	2954	2549	3022	2843	3495
FBgn0043900	3926	2709	2673	4099	3225	5528
FBgn0003268	2213	1563	1371	2257	1741	2856
FBgn0266700	15	30	22	9	10	13
FBgn0039854	1023	929	892	999	988	1062
FBgn0039855	21	7	17	15	17	30
FBgn0039856	1484	1468	1132	1341	1298	1443
FBgn0039857	68659	69267	58359	66137	59431	62587
FBgn0039858	21588	20164	16976	20505	20704	28570
FBgn0011655	1675	1273	1265	1633	1399	1894
FBgn0039859	134	96	110	111	107	152
FBgn0039860	544	425	425	560	497	644
FBgn0039861	1205	933	875	1096	1141	1489
FBgn0039862	241	333	205	239	292	396
FBgn0039863	2640	2202	1742	2387	2542	3403
FBgn0039864	143	153	103	70	149	120
FBgn0264900	0	0	0	0	0	0
FBgn0267124	7	4	6	6	8	5
FBgn0267125	0	0	0	0	2	0
FBgn0266412	6	11	14	3	7	3
FBgn0261583	0	0	0	0	0	0
FBgn0054046	3	4	2	5	2	3
FBgn0003870	4281	3351	2779	3546	3527	5047
FBgn0039867	793	574	549	706	578	781
FBgn0039868	1534	1172	1131	1179	1184	1360
FBgn0000557	2711	3350	1869	2091	2522	3306
FBgn0039869	2840	1876	1913	2639	2386	2812
FBgn0039870	1079	706	736	984	929	1083
FBgn0000150	29102	25083	23320	31981	24428	28221
FBgn0261479	2433	1634	1630	2021	1763	2293
FBgn0022349	4351	4066	3219	3573	3771	4875
FBgn0039872	2325	2431	3067	1287	1718	1803
FBgn0262384	0	0	0	0	0	0
FBgn0017448	1560	1257	1377	1061	1081	1492
FBgn0265203	55	53	24	39	30	47
FBgn0039873	1143	1507	1440	938	990	1144
FBgn0003065	0	0	5	5	26	0
FBgn0263384	1	0	0	0	0	1
FBgn0046756	2	1	2	0	5	6
FBgn0039874	947	865	753	807	757	1030
FBgn0039875	1888	1604	1423	1614	1633	2261
FBgn0039876	709	501	478	551	508	678
FBgn0005632	10909	9729	7270	11249	10684	16176
FBgn0039877	2362	1879	1667	2148	1952	2720
FBgn0027620	5888	3782	3279	5324	5021	7804
FBgn0250755	525	381	390	516	509	711
FBgn0039879	1	0	1	0	0	0
FBgn0039881	298	207	181	317	239	329
FBgn0039882	1627	1335	1215	1326	1327	1632
FBgn0266268	2393	1996	1813	2260	2201	2450
FBgn0039883	517	725	385	581	660	1255
FBgn0011224	4909	3930	3471	4708	4322	6957
FBgn0039886	490	471	380	417	426	473
FBgn0267116	0	1	2	0	0	2
FBgn0267117	1	2	4	4	0	0
FBgn0039887	0	1	0	1	0	0
FBgn0040206	3737	2840	2474	2972	3124	4296
FBgn0002780	24707	21559	18383	20653	22138	26067
FBgn0002645	6108	5505	4574	5263	5358	6661
FBgn0267363	2	3	1	1	1	1
FBgn0052011	0	0	0	0	0	3
FBgn0052010	0	0	2	0	0	0
FBgn0052009	3	2	0	0	1	0
FBgn0025740	993	807	522	791	1010	1824
FBgn0266617	8	11	8	0	8	9
FBgn0265633	4	2	7	0	5	7
FBgn0004859	1044	1311	912	916	1158	1565
FBgn0264617	80	79	31	40	78	110
FBgn0017545	120643	112731	92334	110080	114928	125401
FBgn0263851	2	2	1	1	0	2
FBgn0085432	1623	1958	1306	1499	2040	2847
FBgn0011747	8806	8927	6615	7465	9366	12595
FBgn0052000	6433	6487	4438	4465	6032	8959
FBgn0264616	5	1	1	2	2	6
FBgn0052006	20	22	21	10	22	37
FBgn0051997	1068	898	721	736	877	1161
FBgn0053978	614	680	392	390	763	1003
FBgn0266725	13	10	19	15	16	20
FBgn0039889	2450	1867	1626	1780	2163	2865
FBgn0039890	4054	4114	3289	2907	4051	5417
FBgn0265634	23	23	15	17	23	22
FBgn0051998	3367	2955	1965	2257	2882	4174
FBgn0024811	2796	2310	2084	2242	2599	3578
FBgn0051999	1376	1374	1091	1000	1309	1641
FBgn0039896	67	74	53	39	71	117
FBgn0267734	11	13	9	15	12	17
FBgn0039897	2707	3031	1517	1698	2982	3308
FBgn0053481	201	259	184	182	281	320
FBgn0259216	292	357	235	198	281	490
FBgn0042696	674	769	422	413	737	1074
FBgn0264793	25	13	15	9	8	21
FBgn0039900	379	499	346	321	476	679
FBgn0026777	5333	4259	3779	4551	4866	6567
FBgn0039902	1988	1695	1469	1392	1824	2429
FBgn0052850	759	773	556	601	716	912
FBgn0259214	11496	12623	8636	9580	11412	15993
FBgn0039904	4891	4449	3571	4690	4854	6884
FBgn0262636	267	313	194	209	269	321
FBgn0266618	1	1	0	0	2	2
FBgn0264819	1	2	0	0	1	0
FBgn0263385	1	0	1	0	0	0
FBgn0264794	167	164	115	113	205	233
FBgn0039907	4044	3417	2636	3593	3700	5440
FBgn0016126	7550	8214	6643	6907	8160	10767
FBgn0266619	282	221	166	197	208	346
FBgn0026262	6555	5322	4257	5041	6175	8927
FBgn0262731	848	707	643	524	720	1473
FBgn0039908	2022	2061	1347	1650	2037	2970
FBgn0004607	312	394	296	357	411	643
FBgn0026869	3660	3688	2506	3495	3798	5487
FBgn0264618	26	23	11	26	10	22
FBgn0022361	1801	1953	1556	1469	1981	2897
FBgn0039909	6901	6813	4887	5595	6400	7070
FBgn0040324	1846	1628	1345	1337	1638	2768
FBgn0039911	559	587	406	444	516	772
FBgn0266726	0	0	1	0	1	0
FBgn0028996	755	914	519	592	804	1142
FBgn0025936	3114	2888	2167	2268	2950	4609
FBgn0039914	2727	1877	1896	1782	2217	3337
FBgn0262302	0	2	0	1	1	2
FBgn0039915	175	230	124	113	179	344
FBgn0039916	123	180	108	100	162	195
FBgn0264820	0	0	0	0	0	0
FBgn0051992	14434	12364	9830	12530	13159	19490
FBgn0024728	3026	2554	2136	2441	2955	4091
FBgn0039920	1089	1115	851	866	1170	1701
FBgn0026199	1989	2125	1517	1444	1990	2825
FBgn0005558	119	171	101	122	104	144
FBgn0005666	11519	17388	7802	10857	16527	20913
FBgn0266727	12	5	2	3	5	5
FBgn0039923	4720	4339	3115	3479	4424	8083
FBgn0039939	2	0	1	5	0	2
FBgn0039938	883	1026	822	901	851	1104
FBgn0039937	25	21	19	13	21	30
FBgn0053797	0	0	0	0	1	1
FBgn0266616	2	0	0	0	0	3
FBgn0039936	12127	9887	8061	10262	11129	14591
FBgn0263344	30	34	23	15	27	15
FBgn0025726	7529	7896	4935	6372	8754	11940
FBgn0264821	79	88	40	59	81	178
FBgn0263093	405	353	322	278	359	465
FBgn0023213	16597	16451	12380	14375	16454	23661
FBgn0019985	425	436	272	286	415	578
FBgn0052016	4120	3510	2723	2849	3596	4763
FBgn0266728	0	0	0	0	0	0
FBgn0264822	354	357	267	352	412	461
FBgn0039932	297	297	198	254	290	515
FBgn0083990	21	22	22	7	18	22
FBgn0019650	239	261	204	204	247	316
FBgn0025741	8549	6697	5007	6678	7883	12591
FBgn0264823	25	28	20	22	32	38
FBgn0039930	872	764	650	843	795	893
FBgn0039929	5555	4158	4145	4844	4653	5581
FBgn0010217	67595	64452	46210	60576	62650	68977
FBgn0264607	4570	4675	3710	3735	4769	6689
FBgn0011642	2413	2422	1945	1902	2348	3414
FBgn0087002	32220	42538	41511	36716	38919	52166
FBgn0024913	242	262	173	193	266	360
FBgn0005561	104	125	94	74	120	159
FBgn0039928	3639	4122	2845	2663	3586	6470
FBgn0013749	3075	2729	2532	2752	2994	4069
FBgn0039927	1167	1376	803	829	1387	1738
