Geneid	B7C1	B7C2	B7C4	B7D1	B7D3	B7D4
FBgn0028341	4748	6057	4647	5620	5560	5860
FBgn0030148	67	62	62	149	97	125
FBgn0261617	9251	11774	7661	10833	11494	11004
FBgn0264786	0	0	5	2	4	0
FBgn0000233	39	45	24	28	35	29
FBgn0263509	1	0	3	0	2	0
FBgn0020378	235	245	166	180	204	178
FBgn0030151	8314	8291	7164	7507	7788	8082
FBgn0052698	993	857	593	500	485	521
FBgn0019929	815	700	513	431	421	455
FBgn0266430	50	61	39	75	71	49
FBgn0266431	56	37	87	234	205	125
FBgn0052695	1034	759	928	1042	987	1145
FBgn0030156	727	875	642	804	749	870
FBgn0030157	4809	3724	3051	3089	3239	3562
FBgn0030158	987	908	1059	783	777	868
FBgn0030159	108	102	130	124	116	141
FBgn0030160	4368	3624	2697	3168	3063	3642
FBgn0030161	1	2	2	1	1	0
FBgn0030162	1	0	0	0	0	1
FBgn0026415	20380	17845	14788	15631	14265	15096
FBgn0086044	26	25	17	12	15	24
FBgn0030163	169	137	86	88	89	69
FBgn0030164	332	253	133	159	152	166
FBgn0263216	10	13	8	11	5	9
FBgn0030167	1	0	2	6	4	2
FBgn0052694	1152	1029	1026	1025	1024	914
FBgn0053557	30	34	19	19	20	16
FBgn0030170	1120	1668	940	1539	1596	1666
FBgn0263132	273	274	256	130	133	132
FBgn0267495	54	72	49	29	27	47
FBgn0005391	132512	87372	156220	41879	33975	48867
FBgn0004045	352373	228374	319403	131683	109779	155818
FBgn0267161	263	202	227	126	87	93
FBgn0030174	1133	1520	840	1446	1372	1397
FBgn0052693	1	1	1	0	0	0
FBgn0267162	0	0	1	0	1	1
FBgn0052685	4480	4865	3766	3925	4217	4220
FBgn0030177	2444	2686	2054	1888	1929	2087
FBgn0030178	567	639	503	617	560	580
FBgn0083940	676	894	507	795	761	787
FBgn0266199	57	73	72	76	91	72
FBgn0086045	0	0	0	0	0	0
FBgn0030181	3	3	2	2	13	5
FBgn0264503	380	336	266	253	261	259
FBgn0052690	0	0	215	72	321	0
FBgn0030183	1338	1623	1407	1492	1525	1418
FBgn0264500	13	14	26	10	17	11
FBgn0028342	8461	9034	7931	6752	6382	7504
FBgn0030186	0	4	0	0	1	0
FBgn0267189	13	6	9	10	17	15
FBgn0040941	0	4	0	2	1	0
FBgn0085437	3470	3833	3008	3481	3621	3852
FBgn0030187	85	105	138	137	123	133
FBgn0263220	1758	2223	1566	1691	1577	1686
FBgn0264674	3	1	2	1	4	0
FBgn0040942	493	351	292	297	290	339
FBgn0259170	1843	2339	1595	1648	1564	1752
FBgn0030189	1091	1024	1059	1556	1573	1423
FBgn0011770	4967	5569	3468	5328	4675	5810
FBgn0030191	0	0	266	58	316	2
FBgn0263997	133	143	166	138	145	167
FBgn0065046	12	17	11	12	12	10
FBgn0028331	11743	14695	10360	12913	13193	13327
FBgn0052679	2	0	4	4	3	3
FBgn0028480	10197	8950	7074	5648	5164	5979
FBgn0052686	0	2	149	36	200	2
FBgn0030195	45	36	55	27	51	12
FBgn0030196	747	1037	777	891	933	1073
FBgn0000711	2628	3158	2203	2727	2674	2822
FBgn0052683	147	157	123	138	129	159
FBgn0030200	0	0	9	1	4	0
FBgn0030202	0	0	0	0	0	1
FBgn0086046	0	0	0	0	0	0
FBgn0030204	3	5	1	3	2	2
FBgn0083167	4684	5170	4792	3747	3399	4078
FBgn0261710	15880	16872	10795	16148	16265	16763
FBgn0030206	569	694	522	631	674	800
FBgn0030207	4	9	16	8	21	4
FBgn0030208	4180	5095	3653	4720	4876	5136
FBgn0052687	4144	3513	3629	7324	7039	8187
FBgn0085443	3612	4784	3086	4746	4746	5260
FBgn0067052	0	1	4	5	5	1
FBgn0001206	1906	3006	1541	2979	3176	3441
FBgn0030217	343	405	327	326	312	340
FBgn0030218	1007	868	956	669	670	765
FBgn0263072	481	506	417	421	457	463
FBgn0030221	0	0	2	1	1	0
FBgn0030222	2	1	12	2	9	0
FBgn0052677	762	705	502	630	578	591
FBgn0030223	1	1	12	7	16	1
FBgn0052673	0	0	1	0	1	0
FBgn0030224	0	0	28	4	36	0
FBgn0052676	7541	10289	5941	9193	9360	9946
FBgn0003204	8330	9171	6814	6681	6578	7229
FBgn0265987	64	65	66	73	80	71
FBgn0030230	138	161	116	164	125	145
FBgn0052675	3355	3769	3202	3368	3395	3778
FBgn0052672	14449	14809	13259	17621	17118	17522
FBgn0030228	965	1505	1098	1498	1598	1633
FBgn0030234	684	586	643	499	424	444
FBgn0025111	102	87	224	110	252	58
FBgn0003360	96415	107695	84072	82665	76310	87162
FBgn0262735	8077	9577	6826	8458	8425	8484
FBgn0266731	0	0	0	0	0	0
FBgn0267184	0	0	0	0	0	1
FBgn0003321	3679	4435	3278	3574	3649	3892
FBgn0040850	356	313	411	270	304	249
FBgn0030237	1660	1292	1270	795	736	796
FBgn0052669	1033	791	1085	360	300	384
FBgn0030239	1404	1436	1082	1774	1588	1948
FBgn0030240	1218	1826	1194	1547	1483	1692
FBgn0030241	4391	6540	3957	6291	6441	6836
FBgn0030242	1290	1924	1241	1863	1985	1964
FBgn0030243	2446	3297	2055	2585	2635	2726
FBgn0030244	194	212	135	108	98	95
FBgn0030245	7235	7371	6632	7648	7542	7938
FBgn0017561	3858	4837	3567	3414	3424	4076
FBgn0267176	21	27	23	14	17	12
FBgn0267177	10	10	6	6	14	11
FBgn0265717	32	54	46	42	57	59
FBgn0030246	4061	4737	3345	4597	4646	4844
FBgn0030247	0	0	135	31	170	1
FBgn0264502	571	484	444	463	412	405
FBgn0003965	789	662	780	1201	1421	1430
FBgn0030251	3085	2303	1967	1804	1706	2181
FBgn0263705	543	502	369	358	341	318
FBgn0052671	1	1	1	0	3	0
FBgn0052670	0	4	8	3	10	1
FBgn0021742	5	6	2	2	5	5
FBgn0259241	123	125	122	122	82	114
FBgn0030257	296	355	284	264	217	270
FBgn0030258	403	383	427	376	345	383
FBgn0030259	57	52	63	55	50	50
FBgn0030260	33	31	28	16	16	27
FBgn0267174	0	1	8	2	1	0
FBgn0030261	479	373	347	216	191	176
FBgn0003366	2443	1976	1887	1451	1479	1516
FBgn0265458	0	0	12	3	15	0
FBgn0267164	51	47	60	31	28	25
FBgn0030262	641	561	741	238	333	333
FBgn0030263	4395	3875	3645	3961	3721	4068
FBgn0027498	873	1144	810	1036	1137	1064
FBgn0259101	1762	1643	1483	889	726	1031
FBgn0015245	28582	27943	23844	18260	17482	20333
FBgn0030266	3566	4397	2536	3919	4279	4365
FBgn0028686	6628	7232	5927	6720	6902	7021
FBgn0010391	4359	4400	3788	4120	4143	4402
FBgn0030268	7796	10674	6906	9985	10607	10640
FBgn0265535	18	12	24	14	22	9
FBgn0030269	1513	2140	1545	2053	2215	2134
FBgn0264863	36	27	38	28	29	32
FBgn0052667	2357	1662	1841	497	520	559
FBgn0030270	629	266	449	57	100	77
FBgn0030271	534	386	260	140	126	121
FBgn0030272	733	631	638	347	350	370
FBgn0020255	27979	31009	25153	25907	26757	27459
FBgn0030274	1952	2323	1680	2081	2046	2364
FBgn0261277	58	62	44	39	31	44
FBgn0030276	7840	10179	7432	8772	9127	9068
FBgn0052668	31	11	10	17	9	10
FBgn0026268	327	369	171	236	243	236
FBgn0030277	0	1	223	92	335	1
FBgn0265986	0	0	2	2	4	0
FBgn0265595	412	437	310	376	362	330
FBgn0030283	0	0	91	38	124	0
FBgn0083979	0	0	0	3	1	1
FBgn0003411	17	34	36	37	22	23
FBgn0001491	1367	1489	1236	1377	1422	1424
FBgn0030286	4927	6051	4243	5543	5659	5900
FBgn0028421	2418	3550	2006	2975	3017	3080
FBgn0085377	1016	1274	1103	907	907	1137
FBgn0030289	2153	2413	1763	2233	2186	2347
FBgn0030291	510	673	502	587	692	700
FBgn0030292	1472	1734	1504	1315	1114	1258
FBgn0030293	3921	5894	3767	4734	5042	5138
FBgn0000499	2244	2894	1995	2642	2808	2843
FBgn0030294	1780	1966	1453	1410	1382	1409
FBgn0004864	3644	5399	3651	4593	4970	5004
FBgn0027359	2353	2741	2054	2064	2060	2305
FBgn0001624	6677	7687	5510	6356	6439	6210
FBgn0030297	1	1	0	1	0	0
FBgn0030298	0	0	0	0	0	0
FBgn0045502	0	0	0	0	0	0
FBgn0001145	12201	10271	9451	6471	5683	6466
FBgn0262740	2465	3479	2225	2836	2835	3011
FBgn0030300	482	508	312	465	450	523
FBgn0030301	1797	2424	1681	1864	1891	1971
FBgn0262685	28	19	18	21	21	20
FBgn0030304	532	365	362	265	257	273
FBgn0030305	2145	2655	1965	2568	2655	2732
FBgn0030306	2936	2727	2516	2284	2257	2455
FBgn0030307	3	2	30	5	37	3
FBgn0265749	0	2	0	0	1	1
FBgn0052666	4340	5346	3610	4603	4618	4953
FBgn0262335	1	2	0	1	1	0
FBgn0030309	2053	1733	2144	1700	1847	1544
FBgn0030310	491	358	482	320	373	348
FBgn0003277	7427	9861	6092	8261	8501	8950
FBgn0265252	2	0	7	2	10	1
FBgn0030311	1062	1244	968	947	1020	1170
FBgn0027259	332	479	294	442	441	439
FBgn0030313	3	0	42	14	60	2
FBgn0030314	1728	2008	1414	2094	2081	2203
FBgn0000618	487	580	455	527	513	602
FBgn0030316	819	910	662	960	1020	1027
FBgn0019660	9	13	18	12	26	1
FBgn0002948	2475	3312	2073	3148	3050	3191
FBgn0030317	1143	1468	2061	2739	2393	2397
FBgn0262853	0	0	0	0	0	0
FBgn0262852	0	0	0	0	0	0
FBgn0262851	0	0	0	0	0	0
FBgn0262850	0	0	0	0	0	0
FBgn0262849	0	0	0	0	0	0
FBgn0262848	73	88	71	106	95	107
FBgn0262847	0	0	0	0	0	0
FBgn0030318	1548	1867	1327	1717	1729	1788
FBgn0030319	15	20	59	28	59	4
FBgn0030320	3877	5586	3660	5201	5451	5328
FBgn0030321	6753	7636	5851	6336	6565	6630
FBgn0266421	1383	1741	1239	1598	1573	1642
FBgn0002723	899	1004	746	793	767	834
FBgn0004370	3104	3080	2819	2347	2342	2372
FBgn0030323	944	1160	900	1082	1070	1188
FBgn0014133	12623	19030	12574	15791	16908	17301
FBgn0011754	7944	8692	6595	6143	5996	6926
FBgn0030326	84	69	45	10	13	25
FBgn0030327	1812	2314	1704	1941	2007	2117
FBgn0030328	10738	14414	9560	13369	13851	14118
FBgn0267178	0	4	3	1	3	2
FBgn0030329	4176	4978	3852	4541	4493	4660
FBgn0030330	2848	4000	2754	3491	3532	3821
FBgn0030331	436	215	460	153	162	184
FBgn0259918	189	228	110	156	106	101
FBgn0260812	10	18	17	10	15	24
FBgn0085351	0	0	0	0	0	0
FBgn0085350	20	16	4	6	11	10
FBgn0263215	0	0	0	0	0	0
FBgn0002577	28	38	12	26	27	30
FBgn0030332	787	766	412	1068	1054	1334
FBgn0004511	12	6	10	11	12	8
FBgn0030334	453	325	268	259	244	195
FBgn0266277	12	15	9	3	10	5
FBgn0000259	7508	9465	7033	7230	7420	7881
FBgn0001218	38336	39049	31065	34032	34322	34162
FBgn0030336	5474	7009	4618	6148	6308	6629
FBgn0266019	5829	6869	4934	6865	6609	6566
FBgn0030338	1	0	1	0	0	0
FBgn0264509	1	0	2	0	0	0
FBgn0030339	27	36	23	17	18	17
FBgn0030340	0	0	0	0	1	4
FBgn0267179	1	0	0	1	0	0
FBgn0030341	2479	2939	2424	2268	2436	2628
FBgn0030342	1263	1232	1035	1017	990	1175
FBgn0030343	2555	2919	2395	2539	2691	2583
FBgn0030344	2723	3528	2176	3119	3244	3135
FBgn0030345	849	1099	808	868	884	939
FBgn0030346	1079	1510	1041	1435	1384	1392
FBgn0030347	344	437	307	539	450	539
FBgn0030348	45	57	38	67	70	44
FBgn0030349	2615	2918	2301	2364	2385	2641
FBgn0030350	1780	1629	1542	1649	1593	1639
FBgn0030351	368	434	408	392	369	391
FBgn0030352	927	1094	783	1020	917	1083
FBgn0260780	19849	29603	18717	27680	30067	30869
FBgn0030354	4559	5072	3566	4521	4563	4825
FBgn0262686	11	7	21	4	3	4
FBgn0250871	701	643	667	425	409	372
FBgn0052660	0	0	0	0	0	0
FBgn0030357	1270	1302	1202	2631	2638	2657
FBgn0030358	262	295	234	253	227	258
FBgn0263111	1744	1828	1353	1733	1738	1875
FBgn0000808	214	280	224	307	295	287
FBgn0003865	2	6	0	1	6	2
FBgn0030359	25	35	112	54	117	20
FBgn0001083	99	148	74	64	47	59
FBgn0030360	295	242	223	270	250	207
FBgn0030361	272	389	275	302	300	332
FBgn0030362	4738	3407	2904	2205	2240	2021
FBgn0043001	933	1168	843	1246	1280	1240
FBgn0030364	4647	5329	4320	5191	5418	5720
FBgn0030365	1843	2222	1598	2278	2275	2321
FBgn0030366	9858	12130	8294	10913	11592	11160
FBgn0030367	227	260	179	158	127	169
FBgn0030369	103	91	75	41	41	59
FBgn0264675	1	4	5	6	7	6
FBgn0267001	1687	1785	1474	1372	1320	1321
FBgn0030370	0	0	30	11	54	0
FBgn0052656	15530	14184	14000	12398	10537	13560
FBgn0264676	11	13	15	9	10	8
FBgn0085352	3	4	1	3	4	2
FBgn0030373	34	60	19	44	18	62
FBgn0259680	2052	2434	1469	1671	1512	1764
FBgn0030389	11	3	7	1	0	3
FBgn0267175	1	1	1	0	0	1
FBgn0030390	4	4	2	1	4	0
FBgn0030391	1463	1911	1258	1658	1716	1738
FBgn0259143	3266	4268	2871	3477	3434	3577
FBgn0030394	6	10	6	7	3	5
FBgn0002562	14	11	153	8	2	11
FBgn0030395	3	7	5	7	3	4
FBgn0030396	2780	3660	2325	2465	2410	2689
FBgn0086047	0	0	0	1	0	0
FBgn0264542	774	830	592	716	621	666
FBgn0030398	2	3	5	3	6	2
FBgn0030400	1966	2415	1903	1878	1838	1925
FBgn0041203	2449	3168	2127	2831	3073	2937
FBgn0030403	2015	2122	1759	1797	1756	1870
FBgn0052654	7059	9244	5727	7321	7473	7738
FBgn0030406	1187	1361	1109	1042	1035	1154
FBgn0030407	363	332	264	309	309	326
FBgn0267181	14	18	18	13	11	11
FBgn0030408	8	9	11	4	7	1
FBgn0265761	17	9	20	17	21	23
FBgn0030409	0	4	19	5	24	2
FBgn0030410	398	555	408	491	499	533
FBgn0030411	528	652	429	604	568	579
FBgn0030412	4634	5571	4083	4611	4726	5121
FBgn0262187	0	0	0	0	0	0
FBgn0015024	9200	9967	8510	7337	7240	7410
FBgn0011837	5615	6995	4460	6403	6390	6615
FBgn0053963	68	72	37	57	72	54
FBgn0265523	8229	10300	6123	9178	9794	9711
FBgn0030417	11	12	12	9	10	10
FBgn0264678	20	15	11	15	18	19
FBgn0267183	1	10	2	5	5	1
FBgn0030418	711	895	639	724	810	849
FBgn0265830	9	11	12	11	8	13
FBgn0020513	16196	14342	12486	27428	26802	28002
FBgn0030420	1271	1894	1133	2009	2148	2251
FBgn0030421	987	1442	959	1407	1442	1427
FBgn0052647	3154	2863	2787	2422	2376	2422
FBgn0259171	730	677	504	633	572	613
FBgn0030425	2856	2137	2018	3001	2694	3093
FBgn0052650	16	14	48	28	52	23
FBgn0052649	1589	1607	1199	1548	1477	1565
FBgn0030431	1299	1786	1261	1313	1336	1578
FBgn0030432	4451	5736	3959	6056	6031	6391
FBgn0030433	1444	1532	1218	1262	1251	1456
FBgn0030434	1787	2513	1699	2116	2197	2606
FBgn0030435	1465	1568	1270	1237	1269	1388
FBgn0267185	0	0	0	0	0	0
FBgn0267186	0	0	0	0	1	0
FBgn0086675	1085	1235	913	962	924	1016
FBgn0030437	25	37	29	34	23	21
FBgn0052642	851	749	761	3	0	0
FBgn0052644	57	190	284	2	5	5
FBgn0263627	0	0	3	1	3	0
FBgn0030438	2153	1431	5561	1442	1095	1556
FBgn0262682	25	29	54	32	70	29
FBgn0030439	141	129	354	54	41	55
FBgn0052643	0	0	25	11	34	1
FBgn0265597	538	566	437	563	543	590
FBgn0030440	0	1	15	6	21	0
FBgn0030443	8	4	3	14	12	16
FBgn0266114	1	0	0	2	0	0
FBgn0262222	1	0	0	0	0	0
FBgn0010303	3851	4919	3222	4290	4362	4658
FBgn0261524	4320	5100	3767	4627	4732	5018
FBgn0030447	1265	1389	1094	1156	1105	1303
FBgn0263005	1809	2814	1807	2222	2286	2408
FBgn0030449	0	0	31	16	35	1
FBgn0250862	27	15	35	15	10	8
FBgn0052638	1218	1425	1034	1124	1189	1216
FBgn0065101	0	0	0	0	0	0
FBgn0030451	224	239	184	220	211	195
FBgn0030452	30	56	35	37	27	26
FBgn0052645	223	163	191	56	57	56
FBgn0030455	2	1	4	3	14	0
FBgn0030456	2485	3452	2357	3216	3156	3129
FBgn0025463	5331	6864	4643	6376	6586	7057
FBgn0030457	1455	1662	1246	1633	1704	1717
FBgn0085440	84	74	68	46	52	62
FBgn0052640	34	39	36	33	32	36
FBgn0052641	41	58	68	60	60	74
FBgn0030459	1	6	2	3	3	0
FBgn0030460	886	944	830	908	971	979
FBgn0265630	3883	5293	3025	4389	4755	4555
FBgn0265629	57	54	42	49	80	45
FBgn0029133	7849	8819	6811	6720	6757	7014
FBgn0004456	2161	1992	1564	1727	1539	1632
FBgn0052639	2	1	6	2	6	0
FBgn0000346	2259	2291	1901	2114	1965	2147
FBgn0041210	2842	3881	2600	2895	2899	3069
FBgn0030465	1032	1507	1067	1233	1408	1415
FBgn0030466	1314	1743	1207	1384	1466	1471
FBgn0030467	421	515	421	496	527	606
FBgn0030468	2478	3660	2441	3217	3411	3613
FBgn0266375	1897	1769	1290	1686	1661	2229
FBgn0266376	143	155	165	181	194	212
FBgn0040309	23182	26518	20785	23076	23002	25057
FBgn0052636	68	73	50	106	59	101
FBgn0010198	72048	68225	58794	54985	53685	60684
FBgn0030474	948	1165	791	1020	1021	1142
FBgn0267272	1	5	2	4	7	5
FBgn0267273	0	0	0	0	0	0
FBgn0261085	118	140	109	105	102	133
FBgn0030477	4	3	4	2	2	5
FBgn0030478	11077	11804	8195	9781	8817	10328
FBgn0030479	2638	2895	2285	2208	2270	2381
FBgn0030480	951	1148	777	884	932	1002
FBgn0026749	1593	1879	1385	1926	1986	1999
FBgn0030481	2227	2887	2237	2286	2310	2630
FBgn0265831	17	17	16	111	102	111
FBgn0265832	0	0	1	6	3	3
FBgn0030482	1867	1813	2162	9681	9528	10513
FBgn0030483	6	4	6	15	24	10
FBgn0030484	5569	5461	3687	6511	6162	7955
FBgn0030485	637	481	586	453	461	490
FBgn0030486	5864	7014	5495	6216	6590	6662
FBgn0265416	210	232	157	213	194	224
FBgn0085353	22889	21258	17360	22225	22230	27267
FBgn0030492	0	0	0	0	0	0
FBgn0265609	0	0	0	0	0	0
FBgn0265610	0	0	1	2	1	0
FBgn0030493	0	1	0	0	0	0
FBgn0030494	0	1	0	1	0	0
FBgn0030495	3	1	5	2	3	3
FBgn0052631	0	0	0	0	0	0
FBgn0052633	748	765	750	323	295	319
FBgn0086674	2605	2827	2244	2090	2121	2189
FBgn0004169	13547	16602	16475	10280	8808	9574
FBgn0265865	4	8	6	9	4	7
FBgn0030499	1290	1708	1207	1726	1722	1869
FBgn0030500	1406	1915	1176	1990	1998	2105
FBgn0030501	2330	2663	1996	2612	2719	2927
FBgn0030502	3939	4660	3296	4094	4223	4209
FBgn0030503	1434	1545	1359	1156	1198	1419
FBgn0030504	8925	10196	7510	8302	8836	9275
FBgn0030505	3143	3947	2730	3825	3920	3920
FBgn0030506	757	855	578	807	802	878
FBgn0030507	1489	2010	1262	2064	2126	2270
FBgn0030508	203	215	178	168	186	140
FBgn0030509	8	44	32	26	20	17
FBgn0030510	1323	1337	1202	1313	1137	1248
FBgn0030511	342	301	257	245	200	225
FBgn0030512	3386	4436	2942	4022	4050	4235
FBgn0265726	1447	1952	1300	1741	1822	1549
FBgn0030514	2949	3871	2752	3469	3538	3700
FBgn0002878	1402	2046	1256	1802	1690	1913
FBgn0001087	3591	4962	3314	4784	5047	4972
FBgn0001612	2609	3531	2341	3430	3527	3626
FBgn0030518	2055	1911	1855	1618	1636	1800
FBgn0030519	4293	4521	3578	4026	3971	4509
FBgn0262108	280	367	250	285	264	296
FBgn0030520	10744	12824	8970	10795	10963	11220
FBgn0264381	177	208	242	391	334	338
FBgn0052625	457	497	454	574	551	643
FBgn0020909	1344	1413	1108	1129	1074	1159
FBgn0004047	171662	105561	121110	115371	84852	118940
FBgn0003218	4659	5503	3799	5160	5001	5344
FBgn0030521	13116	12187	10813	14390	13950	14866
FBgn0030522	440	508	392	363	372	426
FBgn0261244	2919	3975	2638	3066	3253	3350
FBgn0030524	1	1	4	1	6	1
FBgn0030525	1	1	51	10	60	1
FBgn0030528	312	481	345	429	468	475
FBgn0030529	2639	3140	2260	2346	2174	2361
FBgn0027537	4481	5596	3818	5031	5195	5485
FBgn0030530	2128	2808	1895	2574	2760	2842
FBgn0052626	7197	7286	5915	8195	7990	8414
FBgn0267033	2444	2438	1743	1634	1520	1422
FBgn0030536	2	3	126	36	125	10
FBgn0265866	1	1	1	0	3	2
FBgn0000173	6858	7719	6216	6672	6606	7254
FBgn0044817	0	0	0	0	0	1
FBgn0011952	0	0	0	0	0	0
FBgn0011975	0	0	0	0	0	0
FBgn0011976	0	0	0	0	0	0
FBgn0011948	0	0	0	0	0	0
FBgn0011949	0	0	0	0	0	0
FBgn0011950	0	0	0	0	0	0
FBgn0011951	0	0	0	0	0	0
FBgn0011980	0	0	0	1	0	0
FBgn0011982	1	1	2	0	0	1
FBgn0053247	0	0	0	0	0	0
FBgn0053246	0	0	0	0	0	0
FBgn0053245	0	0	0	0	0	0
FBgn0053244	0	0	0	0	0	0
FBgn0053243	0	0	0	0	0	0
FBgn0053242	0	0	0	0	0	0
FBgn0053241	0	0	0	0	0	0
FBgn0053240	0	0	0	0	0	0
FBgn0053239	0	0	0	0	0	0
FBgn0053238	0	0	0	0	0	0
FBgn0053237	0	0	0	0	0	0
FBgn0053236	1	0	1	1	3	0
FBgn0011974	0	0	0	0	0	0
FBgn0011977	0	0	0	0	0	0
FBgn0011953	0	0	0	0	0	0
FBgn0011981	0	0	0	0	0	0
FBgn0265868	0	5	0	1	0	2
FBgn0011983	0	0	0	0	1	0
FBgn0265869	0	0	1	0	1	0
FBgn0040871	0	0	14	7	14	0
FBgn0030537	0	1	0	0	0	1
FBgn0030538	0	0	1	0	1	0
FBgn0030539	24	34	31	5	11	8
FBgn0030540	1	0	0	0	1	0
FBgn0030541	0	0	3	2	0	3
FBgn0267657	4	1	8	1	6	0
FBgn0052603	10	8	7	3	6	8
FBgn0030542	0	0	2	0	0	0
FBgn0030543	1	1	1	2	1	1
FBgn0030544	23	21	24	9	11	5
FBgn0004649	56163	59714	45540	44239	40248	47850
FBgn0263530	0	0	0	0	0	0
FBgn0030545	716	825	699	700	682	795
FBgn0026713	1579	1776	1337	1708	1743	1716
FBgn0040153	1328	1563	1168	1762	1668	1700
FBgn0030551	8800	9288	7488	8256	7893	9042
FBgn0030552	2047	2182	1722	1854	1917	2124
FBgn0259166	2119	2628	1833	2319	2351	2575
FBgn0030555	1493	1850	1399	1700	1607	1730
FBgn0030554	684	781	539	706	706	809
FBgn0030556	2403	2860	2298	2598	2784	2766
FBgn0260482	95	112	109	197	168	179
FBgn0002873	6128	9654	5655	8007	8940	8973
FBgn0030558	3085	2194	1391	2275	1888	2000
FBgn0030559	114	143	105	122	112	97
FBgn0002917	792	907	723	667	652	797
FBgn0052602	1359	743	1113	231	210	202
FBgn0030562	208	207	153	83	107	134
FBgn0266278	0	2	2	2	4	2
FBgn0030563	0	0	5	2	3	0
FBgn0052598	0	0	3	1	6	0
FBgn0052600	374	355	264	317	296	346
FBgn0052601	0	1	7	1	6	0
FBgn0030566	0	0	4	1	9	1
FBgn0030569	39	29	27	13	7	20
FBgn0030570	2	1	0	0	0	0
FBgn0264941	0	0	2	0	0	0
FBgn0267077	0	0	2	1	4	0
FBgn0030571	503	552	474	516	484	584
FBgn0030572	934	859	712	707	648	787
FBgn0030573	255	364	235	308	299	317
FBgn0030574	2098	2056	1580	1307	1133	1177
FBgn0015773	401	315	226	302	260	190
FBgn0030575	1026	570	552	1099	1083	1440
FBgn0015774	534	543	380	374	368	357
FBgn0262534	2	2	3	4	9	2
FBgn0266710	11	2	21	12	19	10
FBgn0030576	187	202	153	95	81	71
FBgn0030577	1	0	2	0	1	0
FBgn0020508	696	691	660	287	178	337
FBgn0015010	8718	7583	8158	9349	9005	10580
FBgn0267078	0	0	1	2	0	2
FBgn0003301	2078	2190	1408	1695	1521	1560
FBgn0030581	1653	2232	1589	1771	1797	1841
FBgn0030582	2978	3948	2696	2873	2964	3171
FBgn0030583	81	109	118	99	112	113
FBgn0030584	1570	1658	1395	1480	1427	1628
FBgn0052590	424	507	380	508	528	525
FBgn0264078	1373	1620	1187	1672	1634	1773
FBgn0030586	1	1	0	1	7	1
FBgn0030587	5	12	9	5	7	8
FBgn0030588	47	42	24	17	20	11
FBgn0030589	170	136	133	82	76	88
FBgn0030590	35	41	30	32	42	21
FBgn0266435	0	0	0	0	0	0
FBgn0266434	0	0	0	0	0	0
FBgn0030592	6	7	21	6	4	1
FBgn0030593	12759	11079	5819	7511	6835	6697
FBgn0030594	3486	3694	2391	2532	2188	2981
FBgn0030595	116	95	69	56	59	48
FBgn0030596	306	149	656	20	21	36
FBgn0030597	181	162	75	75	37	86
FBgn0030598	324	463	348	385	381	400
FBgn0027601	3977	4383	3161	6057	6168	6582
FBgn0266094	20	24	16	26	26	27
FBgn0030599	0	1	43	4	57	0
FBgn0000535	628	747	567	647	625	630
FBgn0030600	1583	1605	1090	1116	1054	1159
FBgn0052594	1297	1515	1210	1328	1233	1324
FBgn0030603	4642	5315	4197	4935	5125	5379
FBgn0030605	2020	2120	1877	1766	1659	1985
FBgn0264389	1918	2617	2005	2199	2339	2563
FBgn0030607	2906	2671	2125	2313	2276	2654
FBgn0030608	25804	27440	20421	24640	25044	29371
FBgn0265873	99	50	67	82	77	131
FBgn0265872	24	13	17	43	34	48
FBgn0053177	33	35	23	33	30	34
FBgn0266275	23	25	19	12	13	21
FBgn0053178	518	489	333	287	260	292
FBgn0030610	965	1103	956	837	817	971
FBgn0030611	877	781	666	588	614	643
FBgn0030612	2154	2643	1932	2325	2427	2601
FBgn0030613	1072	1204	890	994	1012	1098
FBgn0030614	1	0	31	12	58	6
FBgn0030615	367	321	349	376	349	484
FBgn0260006	406	319	417	168	143	181
FBgn0030616	65344	62207	53256	48594	47589	54467
FBgn0030617	166	140	82	88	72	51
FBgn0263994	706	691	598	641	567	637
FBgn0052588	0	0	12	2	31	0
FBgn0030620	0	0	21	14	27	0
FBgn0262485	0	0	32	9	33	0
FBgn0262486	0	0	24	5	33	0
FBgn0265612	0	0	2	0	0	0
FBgn0265874	0	0	0	0	0	2
FBgn0265875	0	0	0	0	0	0
FBgn0030625	933	1401	900	1184	1250	1252
FBgn0265611	51	52	31	33	39	46
FBgn0261703	2409	2416	1595	2180	2072	2266
FBgn0266276	1	6	1	1	2	4
FBgn0004924	10597	13513	9997	10259	10092	10820
FBgn0263548	0	0	0	0	0	0
FBgn0015926	2984	4392	2806	4504	4918	4800
FBgn0030628	965	1168	906	1120	1179	1217
FBgn0026428	8847	8368	7013	7712	7246	8289
FBgn0266349	117	96	79	108	95	120
FBgn0030629	426	435	510	453	472	486
FBgn0030630	1942	2103	1746	1779	1869	2045
FBgn0030631	2698	3341	2233	3125	3390	3280
FBgn0000028	76	63	77	66	51	60
FBgn0003132	0	1	93	29	114	0
FBgn0030634	182	176	139	171	144	150
FBgn0263257	1364	1410	1170	1268	1287	1190
FBgn0040285	3597	4293	3070	3456	3378	3659
FBgn0014455	17949	17367	14542	18153	19291	19248
FBgn0030638	1303	1425	1047	1484	1403	1605
FBgn0004391	3281	3736	2482	3736	3850	4193
FBgn0030640	0	15	14	9	8	11
FBgn0030641	27	23	27	48	54	39
